xdiff,ydiff,sum,xpos,ypos
0.2905362102114933,0.4196295052949614,5.078890346995452,-0.0,0.0
0.21362956633198035,0.2240058595538194,3.3277382732627334,-0.0,0.0
0.24201178014465774,0.16479995117038485,2.9175695059053313,-0.0,0.0
0.10071108127079073,0.013733329264198737,2.2528763695181127,-0.0,0.0
0.011291848506118961,-0.007324442274239326,1.3812677388836327,-0.0,0.0
-0.01281777397991882,-0.007324442274239326,0.6946012756736961,-0.0,0.0
-0.011902218695638905,-0.0061037018951994385,0.37537766655476545,-0.0,0.0
-0.008239997558519242,-0.0061037018951994385,0.21790215765861998,-0.0,0.0
-0.005493331705679495,-0.006714072084719382,0.14282662434766685,-0.0,0.0
-0.004577776421399579,-0.007019257179479354,0.10498367259743034,-0.0,0.0
-0.004272591326639607,-0.007019257179479354,0.08301034577471236,-0.0,0.0
-0.003662221137119663,-0.007019257179479354,0.07568590350047304,-0.0,0.0
-0.003357036042359691,-0.007019257179479354,0.07141331217383343,-0.0,0.0
-0.0030518509475997192,-0.007324442274239326,0.07019257179479355,-0.0,0.0
-0.0030518509475997192,-0.007324442274239326,0.07019257179479355,-0.0,0.0
-0.0030518509475997192,-0.007019257179479354,0.07263405255287332,-0.0,0.0
-0.003357036042359691,-0.006714072084719382,0.08056886501663259,-0.0,0.0
-0.004882961516159551,-0.0057985168004394665,0.11108737449262979,-0.0,0.0
-0.011597033600878933,-0.0003051850947599719,0.2490310373241371,-0.0,0.0
0.021668141727958008,-0.03204443494979705,1.0498367259743033,-0.0,0.0
0.49134800256355476,-0.16754661702322457,3.403424176763207,-0.0,0.0
0.564592425305948,0.2679525131992554,5.121616260261849,-0.0,0.0
0.4104739524521622,0.390942106387524,4.693136387218848,-0.0,0.0
0.44923245948667867,0.7409894100772119,6.433301797540208,-0.0,0.0
0.2075258644367809,0.9863582262642292,10.00396740623188,-0.0,0.0
-0.22797326578569904,0.35370952482680745,16.7406231879635,-0.0,0.0
-0.7736442152165288,-0.3433332316049684,16.81936094241157,-0.0,0.0
-0.6018250068666646,-0.6100650044251839,9.195226905117954,-0.0,0.0
-0.8230842005676443,-0.5639820551164281,8.16492202520829,-0.0,0.0
-0.7232886745811334,-0.29297769096957305,7.743766594439528,-0.0,0.0
-0.05340739158299509,-0.02990813928647725,2.918790246284371,-0.0,0.0
0.00640888698995941,0.0,0.8966338084047976,-0.0,0.0
-0.0015259254737998596,-0.006714072084719382,0.21362956633198035,-0.0,0.0
-0.0024414807580797754,-0.007629627368999298,0.09704886013367107,-0.0,0.0
-0.0027466658528397473,-0.00793481246375927,0.07568590350047304,-0.0,0.0
-0.0024414807580797754,-0.00793481246375927,0.07629627368999298,-0.0,0.0
-0.0018311105685598315,-0.007324442274239326,0.09094515823847163,-0.0,0.0
0.005493331705679495,-0.0003051850947599719,0.2520828882717368,-0.0,0.0
-0.6433301797540208,-0.4596087527085177,3.465681936094241,-0.0,0.0
-0.02044740134891812,0.1437421796319468,18.6809900204474,-0.0,0.0
0.533463545640431,1.2329477828302866,17.433393353068634,-0.0,0.0
0.7382427442243721,0.9857478560747093,11.825922421948912,-0.0,0.0
1.2964262825403607,0.5554368724631489,15.301370281075473,-0.0,0.0
0.890835291604358,-1.1716055787835322,19.981078524124882,-0.0,0.0
0.06958220160527359,-0.22766808069093908,7.82067323831904,-0.0,0.0
-0.019531846064638203,0.007629627368999298,2.2913296914578694,-0.0,0.0
-0.017090365306558428,0.007629627368999298,0.8667256691183203,-0.0,0.0
-0.02075258644367809,0.004272591326639607,0.9741508224738304,-0.0,0.0
0.06469924008911404,-0.06683553575243385,2.1118808557390056,-0.0,0.0
0.5859553819391461,-0.2011169774468215,4.934232612079226,-0.0,0.0
0.09155552842799158,0.02594073305459761,3.8520462660603654,-0.0,0.0
-0.02227851191747795,-0.02044740134891812,1.3763847773674733,-0.0,0.0
-0.008239997558519242,-0.012512588885158849,0.3924680318613239,-0.0,0.0
-0.011597033600878933,-0.014648884548478652,0.2905362102114933,-0.0,0.0
0.038758507034516436,0.012207403790398877,1.444746238593707,-0.0,0.0
1.383098849452193,0.2728354747154149,10.276192510757776,-0.0,0.0
-0.21240882595294047,-1.0907315286721395,15.799432355723745,-0.0,0.0
-0.0015259254737998596,0.0027466658528397473,3.090304269539476,-0.0,0.0
0.0006103701895199438,-0.004577776421399579,0.4992828150273141,-0.0,0.0
-0.0009155552842799158,-0.006714072084719382,0.1770073549607837,-0.0,0.0
-0.0015259254737998596,-0.007629627368999298,0.12024292733542893,-0.0,0.0
-0.0021362956633198035,-0.00793481246375927,0.08850367748039185,-0.0,0.0
-0.0021362956633198035,-0.008239997558519242,0.07995849482711265,-0.0,0.0
-0.0,-0.007629627368999298,0.11291848506118961,-0.0,0.0
0.008239997558519242,-0.0021362956633198035,0.32776879177220986,-0.0,0.0
-0.02227851191747795,-0.011597033600878933,0.9796441541795099,-0.0,0.0
0.06256294442579424,-0.24231696523941773,3.6957914975432598,-0.0,0.0
-0.028382213812677387,0.008850367748039186,2.2602008117923518,-0.0,0.0
-0.008850367748039186,-0.0057985168004394665,0.6500442518387402,-0.0,0.0
-0.004577776421399579,-0.00793481246375927,0.1501510666219062,-0.0,0.0
-0.003357036042359691,-0.00793481246375927,0.04272591326639607,-0.0,0.0
-0.0030518509475997192,-0.00793481246375927,0.02380443739127781,-0.0,0.0
-0.0030518509475997192,-0.00793481246375927,0.019531846064638203,-0.0,0.0
-0.0030518509475997192,-0.00793481246375927,0.019531846064638203,-0.0,0.0
-0.0030518509475997192,-0.00793481246375927,0.021362956633198035,-0.0,0.0
-0.004577776421399579,-0.00793481246375927,0.039674062318796346,-0.0,0.0
-0.013122959074678793,-0.007019257179479354,0.26917325357829525,-0.0,0.0
0.3497421185949278,-0.09033478804895169,3.5816522721030304,-0.0,0.0
1.2714011047700429,-1.1792352061525315,15.482039857173376,-0.0,0.0
-0.37781914731284527,-1.1697744682149724,14.950407422101504,-0.0,0.0
-0.009765923032319102,0.0012207403790398877,3.6579485457930234,-0.0,0.0
0.0003051850947599719,-0.004882961516159551,0.5005035554063539,-0.0,0.0
-0.0009155552842799158,-0.007019257179479354,0.1696829126865444,-0.0,0.0
-0.0018311105685598315,-0.007629627368999298,0.10620441297647024,-0.0,0.0
-0.0015259254737998596,-0.007324442274239326,0.10864589373455,-0.0,0.0
-0.00793481246375927,0.0024414807580797754,0.5475020599993896,-0.0,0.0
0.09125034333323162,-1.7712942899868769,12.764671773430585,-0.0,0.0
1.7566454054383984,-0.9799493392742699,22.319406720175788,-0.0,0.0
0.24384289071321757,-1.175878170110172,16.86758018738365,-0.0,0.0
0.03540147099215674,-0.17334513382366407,5.475630970183416,-0.0,0.0
-0.02990813928647725,0.007629627368999298,2.765587328714866,-0.0,0.0
-0.021668141727958008,-0.009155552842799158,1.1371196630756555,-0.0,0.0
-0.005493331705679495,-0.01098666341135899,0.3460798974578082,-0.0,0.0
-0.003357036042359691,-0.010071108127079073,0.1239051484725486,-0.0,0.0
-0.031128879665517136,-0.03234962004455702,0.5468916898098697,-0.0,0.0
-0.013733329264198737,0.004272591326639607,4.156010620441298,-0.0,0.0
-0.003662221137119663,-0.006714072084719382,0.6060975981933042,-0.0,0.0
-0.0024414807580797754,-0.00793481246375927,0.12085329752494889,-0.0,0.0
-0.0024414807580797754,-0.00793481246375927,0.07568590350047304,-0.0,0.0
-0.003662221137119663,-0.006714072084719382,0.07141331217383343,-0.0,0.0
-0.01434369945371868,0.0003051850947599719,0.31250953703421125,-0.0,0.0
-0.03814813684499649,-0.012512588885158849,1.489303262428663,-0.0,0.0
-0.03326517532883694,-0.025025177770317698,1.358684041871395,-0.0,0.0
-0.03143406476027711,-0.018005920590838345,1.5814691610461744,-0.0,0.0
-0.028992584002197334,0.011291848506118961,1.9098483230079044,-0.0,0.0
-0.004577776421399579,-0.0057985168004394665,0.35828730124820707,-0.0,0.0
-0.003662221137119663,-0.006714072084719382,0.10620441297647024,-0.0,0.0
-0.0057985168004394665,-0.005188146610919523,0.13183996093630787,-0.0,0.0
-0.02685628833887753,0.003662221137119663,0.6756797997985777,-0.0,0.0
0.00946073793755913,-0.007629627368999298,1.9336527603991822,-0.0,0.0
0.04699850459303567,0.004272591326639607,2.3883785515915403,-0.0,0.0
0.2999969481490524,-0.195623645741142,5.750907925656911,-0.0,0.0
-0.01281777397991882,0.003357036042359691,1.8854335154271065,-0.0,0.0
-0.004882961516159551,-0.005493331705679495,0.3180028687398907,-0.0,0.0
-0.005493331705679495,-0.005493331705679495,0.16113773003326518,-0.0,0.0
-0.017090365306558428,-0.003357036042359691,0.35584582049012725,-0.0,0.0
0.04913480025635548,0.003662221137119663,1.7810602130191961,-0.0,0.0
0.749229407635731,1.3968321787163915,13.89996032593768,-0.0,0.0
-1.316873683889279,0.4840235602893155,22.411572618793297,-0.0,0.0
-0.8072145756401257,-0.7123020111697744,14.346140934476761,-0.0,0.0
-0.0018311105685598315,0.007324442274239326,2.6673177282021547,-0.0,0.0
-0.0018311105685598315,-0.00640888698995941,0.39185766167180397,-0.0,0.0
-0.0021362956633198035,-0.00793481246375927,0.10681478316599018,-0.0,0.0
-0.0024414807580797754,-0.008239997558519242,0.07629627368999298,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.07080294198431349,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.07019257179479355,-0.0,0.0
-0.0021362956633198035,-0.00793481246375927,0.07446516312143314,-0.0,0.0
-0.0024414807580797754,-0.0006103701895199438,0.1867732779931028,-0.0,0.0
-0.014038514358958708,0.009765923032319102,0.9887997070223091,-0.0,0.0
-0.0021362956633198035,-0.003662221137119663,0.5011139255958739,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.11047700430310983,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.07324442274239326,-0.0,0.0
-0.0024414807580797754,-0.008239997558519242,0.07080294198431349,-0.0,0.0
-0.0027466658528397473,-0.0061037018951994385,0.09765923032319102,-0.0,0.0
-0.016479995117038484,-0.013428144169438765,0.7776116214484085,-0.0,0.0
-0.09613330484939117,-0.10132145146031069,1.889095736564226,-0.0,0.0
0.003967406231879635,-0.007019257179479354,0.6476027710806604,-0.0,0.0
-0.0021362956633198035,-0.008545182653279214,0.1501510666219062,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.08117923520615253,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.07080294198431349,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.07019257179479355,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.07019257179479355,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.06958220160527359,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.06836146122623371,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.06897183141575365,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.06897183141575365,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.06897183141575365,-0.0,0.0
-0.0024414807580797754,-0.008545182653279214,0.06958220160527359,-0.0,0.0
